"taxparcelnumber","location_value"
"4665300260","Other"
"4665300270","Low"
"4665300300","Low"
"4665300330","Low"
"4665300450","Low"
"4665300500","Low"
"4670000010","High"
"4670000020","Other"
"4670000030","High"
"4670000070","High"
"4675000020","Low"
"4680000040","Low"
"4680000050","Low"
"4680000060","Low"
"4680000070","Low"
"4680000100","Low"
"4690000050","High"
"4690000080","High"
"4690000110","High"
"4690000152","High"
"4690200010","Other"
"4690200020","High"
"4690200030","High"
"4690200070","High"
"4695000010","Low"
"4695000020","Other"
"4695000031","Other"
"4695000042","Other"
"4695000120","Other"
"4695000130","Low"
"4695000170","Other"
"4695000190","Other"
"4695000200","Other"
"4695000210","Other"
"4695000700","Other"
"4695000720","High"
"4695000806","Other"
"4695001021","Other"
"4695001132","Other"
"4695001150","Other"
"4695001270","Other"
"4695001300","Other"
"4695001520","Other"
"4695500210","Other"
"4700000011","High"
"4700000040","High"
"4700000100","High"
"4700000290","High"
"4700000310","High"
"4700000340","High"
"4700000411","High"
"4700000420","High"
"4700000460","High"
"4700000561","High"
"4700000592","High"
"4700000680","High"
"4700000782","High"
"4700000801","High"
"4700000811","High"
"4700000891","High"
"4700000930","High"
"4700000940","High"
"4700000950","High"
"4700000960","High"
"4700001080","Low"
"4700001150","High"
"4700001190","High"
"4700001210","High"
"4700001271","High"
"4700001272","High"
"4700001284","High"
"4700001330","High"
"4700001380","High"
"4700001430","High"
"4700001500","High"
"4700001600","High"
"4700001630","High"
"4700001650","High"
"4700001660","High"
"4700001740","High"
"4700001800","High"
"4700001842","High"
"4700001843","High"
"4700001863","High"
"4700001890","High"
"4700001930","Low"
"4700001940","High"
"4700002031","High"
"4700002180","High"
"4700002190","High"
"4700002350","High"
"4700002410","High"
"4700002420","High"
"4700002450","High"
"4700002460","High"
"4700002470","High"
"4700002510","High"
"4700002641","High"
"4700002852","High"
"4700002853","High"
"4700002892","High"
"4700002900","High"
"4700002930","High"
"4700002990","High"
"4700003033","Low"
"4700003080","High"
"4700003090","High"
"4700003100","High"
"4700003111","High"
"4715010670","Other"
"4715010700","Other"
"4715010830","Other"
"4715011001","Other"
"4715011370","Other"
"4715011550","Low"
"4715011560","Low"
"4715011570","Low"
"4715011600","Low"
"4715011810","Low"
"4715011820","Low"
"4715011840","Low"
"4715011880","Low"
"4715012011","Low"
"4715012050","Low"
"4715012070","Low"
"4715012080","Low"
"4715012160","Low"
"4715012180","Low"
"4715012230","Low"
"4715012270","Low"
"4715012310","Low"
"4715012390","Low"
"4715012400","Low"
"4715012420","Low"
"4715012430","Low"
"4715012440","Low"
"4715012450","Low"
"4715012530","Low"
"4715012550","Low"
"4715012571","Low"
"4715012590","Low"
"4715012700","Low"
"4715012790","Low"
"4715012880","Low"
"4715012910","Low"
"4715012920","Low"
"4715012940","Low"
"4715012996","Low"
"4715013060","Low"
"4715013081","Low"
"4715013082","Low"
"4715013140","Low"
"4715013160","Low"
"4715013171","Low"
"4715013210","Low"
"4715013240","Low"
"4715013250","Low"
"4715013290","Low"
"4715013310","Low"
"4715013420","Low"
"4715013550","Low"
"4715013580","Low"
"4715013630","Low"
"4715013671","Low"
"4715013820","Low"
"4715013830","Low"
"4715013840","High"
"4715014060","Low"
"4715014090","Low"
"4715014130","Low"
"4715014174","Low"
"4715014175","Low"
"4715014220","Low"
"4715014252","Low"
"4715014260","Low"
"4715014310","Low"
"4715014340","Other"
"4715014350","Low"
"4715014390","Low"
"4715014410","Low"
"4715014430","Low"
"4715014460","Low"
"4715014470","Low"
"4715014480","Low"
"4715014500","Low"
"4715014513","Low"
"4715014530","Low"
"4715014561","Low"
"4715014600","Low"
"4715014610","Low"
"4715014620","High"
"4715014641","Low"
"4715014650","Low"
"4715014670","Low"
"4715014800","Low"
"4715014820","High"
"4715014870","Other"
"4715014880","Low"
"4715014910","Low"
"4715014970","Low"
"4715015020","Low"
"4715015060","Low"
"4715015121","Low"
"4715015150","Low"
"4715015180","Low"
"4715015190","Low"
"4715015250","Low"
"4715015312","Low"
"4715015331","Low"
"4715015370","Low"
"4715015390","Low"
"4715015450","Low"
"4715015560","Other"
"4715015680","Low"
"4715015860","Other"
"4715015910","Low"
"4715015934","Low"
"4715016041","Low"
"4715016110","Low"
"4715016130","Low"
"4715016140","Other"
"4715016190","Low"
"4715016202","Low"
"4715016243","Low"
"4715016252","Low"
"4715016272","Low"
"4715016310","Low"
"4715016321","Low"
"4715016390","Low"
"4715016410","Low"
"4715016460","Low"
"4715016680","Low"
"4715016733","Low"
"4715016780","Low"
"4715016803","Low"
"4715016845","Low"
"4715016910","Low"
"4715016970","Low"
"4715016980","Low"
"4715017121","Other"
"4715017151","Low"
"4715017152","Low"
"4715017170","Low"
"4715017180","Low"
"4715017190","Other"
"4715017191","Other"
"4715017342","Low"
"4715017343","Low"
"4715017360","Low"
"4715017430","Low"
"4715017530","Low"
"4715017540","Low"
"4715017550","High"
"4715017580","Low"
"4715017620","Low"
"4715017630","Low"
"4715017680","Low"
"4715017703","Low"
"4715017711","Low"
"4715017712","Low"
"4715020102","Low"
"4715020120","Other"
"4715020150","Low"
"4715020160","Low"
"4715020171","Low"
"4715020172","Low"
"4715020181","Low"
"4715020190","Low"
"4715020200","Other"
"4715020220","Low"
"4715020270","Low"
"4715020280","Low"
"4715020293","Low"
"4715020312","Other"
"4715020353","Low"
"4715020362","Low"
"4715020370","Low"
"4715020450","Low"
"4715020540","Low"
"4715020621","Low"
"4715020660","Low"
"4715020720","Low"
"4715020740","Low"
"4715020830","Low"
"4715020860","Other"
"4715020902","High"
"4715020930","Low"
"4715020962","Low"
"4715020981","Low"
"4715021001","Other"
"4715021071","Low"
"4715021100","Low"
"4715021330","Low"
"4715021350","Low"
"4715021361","Low"
"4715021430","Low"
"4715021440","Low"
"4715021471","Low"
"4715021510","Low"
"4715021541","Low"
"4715021600","Low"
"4715021610","Low"
"4715021620","Low"
"4715021640","Low"
"4715021920","Low"
"4715021950","Low"
"4715022020","Low"
"4715022063","High"
"4715022070","Low"
"4715022140","Low"
"4715022160","Low"
"4715022220","Low"
"4715022230","Low"
"4715022250","Low"
"4715022280","Low"
"4715022303","Low"
"4715022304","Other"
"4715022341","Other"
"4715022420","Other"
"4715022430","Low"
"4715022441","Other"
"4715022472","Low"
"4715022532","Low"
"4715022550","Low"
"4715022630","Low"
"4715022652","Low"
"4715022672","Low"
"4715022700","Low"
"4715022750","Low"
"4715022770","Low"
"4715022790","Low"
"4715022810","Low"
"4715022940","Low"
"4715022961","Low"
"4715022980","Other"
"4715022992","Low"
"4715023021","Low"
"4715023112","Low"
"4715023133","Low"
"4715023160","Low"
"4715023200","Low"
"4715023240","Low"
"4715023266","Low"
"4715023410","Low"
"4715023443","Low"
"4715023490","Low"
"4715023531","Low"
"4715023570","Low"
"4715023640","Low"
"4715023710","Low"
"4715023730","Low"
"4715023850","Low"
"4715023890","Low"
"4715023947","Low"
"4715024032","Low"
"4715024060","Low"
"4715024100","Low"
"4715024140","Low"
"4715024150","Low"
"4715024280","Low"
"4715024290","Low"
"4715024300","Low"
"4715024400","Low"
"4715024420","Other"
"4715024440","Low"
"4715520060","High"
"4715520090","High"
"4715520130","High"
"4715520160","High"
"4715520200","High"
"4715520220","High"
"4715520250","High"
"4715520270","High"
"4717000050","High"
"4717000070","High"
"4717000110","High"
"4717000120","High"
"4717000130","High"
"4717000150","High"
"4717000160","High"
"4717000211","High"
"4717000230","High"
"4717000250","High"
"4717800020","High"
"4717800040","High"
"4717800060","High"
"4717800130","High"
"4718020860","Other"
"4720000230","Other"
"4720002970","Low"
"4720002980","Other"
"4725000100","Low"
"4725000230","Low"
"4725000420","High"
"4725000580","Low"
"4725000610","Low"
"4725001202","Low"
"4725001281","High"
"4725001371","Low"
"4725002300","Other"
"4725002320","High"
"4725002330","Other"
"4725002971","Low"
"4725100030","Low"
"4725300173","Low"
"4730000110","Low"
"4730000130","Low"
"4730000270","Other"
"4735000270","High"
"4735001251","High"
"4745000071","Low"
"4745000091","Low"
"4745000111","High"
"4745000261","Low"
"4745000280","Low"
"4745000320","Other"
"4745000442","Low"
"4745000510","Low"
"4745000640","Low"
"4745000670","Low"
"4745000692","Low"
"4745000700","Low"
"4745000840","Low"
"4745000861","Low"
"4745000910","Low"
"4745000970","Other"
"4745001050","Other"
"4745001400","Low"
"4745001410","Low"
"4745001420","Low"
"4745001501","Low"
"4760000030","Other"
"4760000040","Other"
"4760000110","Other"
"4764010030","Low"
"4764010040","Low"
"4764600020","Low"
"4765000070","High"
"4765000080","High"
"4765000090","Low"
"4765000112","High"
"4765000121","High"
"4765000162","High"
"4765000201","High"
"4765000211","High"
"4765000220","High"
"4765000280","High"
"4765000290","High"
"4765000320","Low"
"4776500020","High"
"4780000060","Low"
"4780000080","Low"
"4795000071","Low"
"4795000072","Low"
"4795000080","Low"
"4800200450","Other"
"4820000060","Low"
"4830000070","Low"
"4840000040","High"
"4840000080","High"
"4840000110","High"
"4840000121","High"
"4840000170","High"
"4840000200","High"
"4840000211","High"
"4844000120","High"
"4844000130","High"
"4844000170","High"
"4844000200","High"
"4844000240","High"
"4844000250","High"
"4844000260","High"
"4844000380","High"
"4844000390","High"
"4850000030","High"
"4850000040","High"
"4850000080","Low"
"4850000240","Low"
"4850000260","Low"
"4850000280","Low"
"4850000290","Low"
"4850000330","Low"
"4850200080","High"
"4850200110","High"
"4850200150","Low"
"4850200230","Low"
"4850200270","Low"
"4850200282","Low"
"4850200310","High"
"4850200330","Low"
"4850200380","Low"
"4850200420","Low"
"4850200450","High"
"4855000112","Other"
"4855000153","Other"
"4860000210","Other"
"4860000220","Other"
"4860000350","Other"
"4860000370","Other"
"4860000470","Other"
"4860000490","Other"
"4870000040","High"
"4870000120","High"
"4870000130","High"
"4870000200","High"
"4878000011","Other"
"4878000021","Other"
"4878000061","Other"
"4878000081","Other"
"4878000101","Other"
"4878000111","Other"
"4885100510","Other"
"4885100621","Other"
"4885100623","Other"
"4890000040","Low"
"4890000070","Low"
"4890000080","Other"
"4890000150","Low"
"4890000180","Low"
"4890000270","Low"
"4890000311","Low"
"4890000370","Low"
"4890000442","Other"
"4895000020","Low"
"4895000050","Low"
"4895000150","Low"
"4895000160","Low"
"4895000200","Low"
"4895000210","Low"
"4895000230","Low"
"4895000260","Low"
"4895000290","Low"
"4915000080","High"
"4915000110","High"
"4915000160","High"
"4920000011","Low"
"4920000076","Low"
"4920000260","Other"
"4920000501","High"
"4920200560","Low"
"4920200682","Other"
"4930100070","Low"
"4930100080","Low"
"4930100111","Low"
"4930100131","Low"
"4930100170","Low"
"4940000060","Other"
"4940000070","Other"
"4940000080","Other"
"4940000090","Other"
"4940000112","Other"
"4940000180","Low"
"4940000240","Other"
"4940000300","Other"
"4940000370","Other"
"4940000400","Other"
"4940000432","Other"
"4940000480","Other"
"4940000530","Other"
"4940000620","Other"
"4940000650","Other"
"4940000702","Other"
"4940000780","Other"
"4940000820","Other"
"4940000880","High"
"4940000910","High"
"4940000950","Other"
"4940001041","Other"
"4940001070","Other"
"4940001140","Other"
"4940001200","Other"
"4940001210","Other"
"4940001220","Other"
"4940001241","Other"
"4940001271","Other"
"4940001290","Other"
"4940001310","Low"
"4940001383","Other"
"4940001460","Other"
"4940001490","Other"
"4940001510","Other"
"4940001540","Other"
"4940001600","Other"
"4940001730","Other"
"4940001750","Other"
"4940001890","Other"
"4940002020","Low"
"4940002050","Other"
"4940002090","Other"
"4940002130","Other"
"4940002140","Other"
"4940002220","Other"
"4940002230","Other"
"4940002260","Other"
"4940002310","Other"
"4940002350","Other"
"4940002400","Other"
"4940002420","Other"
"4940002430","Other"
"4940002490","Other"
"4940002540","Other"
"4940002560","Other"
"4940002610","Other"
"4940002630","Other"
"4940002730","Other"
"4940002750","Other"
"4940002850","Other"
"4945000120","Low"
"4945000160","Low"
"4945000170","Low"
"4945200021","Low"
"4945200032","Low"
"4945200060","Low"
"4945200081","Low"
"4945200100","Low"
"4945200112","Low"
"4945200120","Low"
"4945200140","Low"
"4945200170","Low"
"4946000020","Low"
"4947000062","Other"
"4948000070","Low"
"4948000100","Low"
"4948000230","Low"
"4948000240","Low"
"4950000270","Other"
"4950000740","Low"
"4950200210","High"
"4950200660","High"
"4950200830","Low"
"4950201020","Low"
"4955000170","High"
"4955000220","High"
"4955000240","High"
"4955000281","High"
"4955000290","High"
"4955000333","High"
"4955000341","High"
"4955000370","High"
"4955000400","High"
"4955000421","High"
"4955000560","High"
"4955000600","High"
"4955200160","Low"
"4955200180","Low"
"4955200190","Low"
"4955200210","Low"
"4960000010","Low"
"4970000010","Low"
"4970000030","Other"
"4970000170","Other"
"4970000390","Low"
"4980000035","Low"
"4980000050","Low"
"4985000070","Low"
"4985000240","Other"
"4995000760","High"
"4997500020","Low"
"4997500040","Low"
"4997500150","Low"
"5000010040","Other"
"5000010070","Other"
"5000010090","Other"
"5000010170","Other"
"5000020010","Other"
"5000020240","Other"
"5000020250","Other"
"5000030060","Other"
"5000030080","Other"
"5000040030","High"
"5000040050","High"
"5000040090","High"
"5000040120","High"
"5000040130","High"
"5000040180","High"
"5000040320","High"
"5000040350","High"
"5000040380","High"
"5000040440","High"
"5000040460","High"
"5000040470","High"
"5000040500","High"
"5000050020","High"
"5000050050","High"
"5000050070","High"
"5000050120","High"
"5000050160","High"
"5000050200","High"
"5000050210","High"
"5000050220","High"
"5000050240","High"
"5000050330","High"
"5000050340","High"
"5000060030","Other"
"5000060070","Other"
"5000070010","High"
"5000070050","High"
"5000070060","High"
"5000070100","High"
"5000070130","High"
"5000070200","High"
"5000070250","High"
"5000080010","Other"
"5000080080","Other"
"5000090100","Low"
"5000100280","Other"
"5000110010","Low"
"5000120080","Other"
"5000120090","Low"
"5000120120","Low"
"5000120150","Low"
"5000120180","Low"
"5000120200","Low"
"5000150060","Low"
"5000150090","Low"
"5000150110","Low"
"5000150130","Low"
"5000150170","Low"
"5000160020","High"
"5000160130","High"
"5000160160","High"
"5000160200","High"
"5000160230","High"
"5000160250","High"
"5000160280","High"
"5000160310","High"
"5000160330","High"
"5000160400","High"
"5000160410","High"
"5000160420","High"
"5000160440","High"
"5000160560","High"
"5000160580","High"
"5000160610","High"
"5000160630","High"
"5000160720","High"
"5000170020","High"
"5000170080","High"
"5000170110","High"
"5000170130","High"
"5000170160","High"
"5000170180","High"
"5000170190","High"
"5000170300","High"
"5000170350","High"
"5000170410","High"
"5000170430","High"
"5000170510","High"
"5000170520","High"
"5000180020","Other"
"5000180050","Other"
"5000190100","High"
"5000220010","High"
"5000220050","High"
"5000230050","Low"
"5000230110","Low"
"5000230170","Low"
"5000230240","Low"
"5000230270","Low"
"5000240070","High"
"5000240120","High"
"5000240130","High"
"5000240140","High"
"5000240150","High"
"5000240160","High"
"5000240200","High"
"5000240280","High"
"5000240300","High"
"5000240310","High"
"5000240330","High"
"5000240380","High"
"5000240390","High"
"5000240400","High"
"5000240410","High"
"5000240430","High"
"5000240450","High"
"5000240520","High"
"5000240560","High"
"5000250060","High"
"5000250070","High"
"5000250130","High"
"5000250160","High"
"5000250180","High"
"5000250260","High"
"5000250290","High"
"5000250350","High"
"5000250400","High"
"5000270010","High"
"5000270020","High"
"5000270060","High"
"5000270080","High"
"5000270110","High"
"5000270180","High"
"5000270220","High"
"5000270300","High"
"5000270390","High"
"5000310140","Other"
"5000310150","Other"
"5000310200","Other"
"5000310210","Other"
"5000310240","Other"
"5000310290","Other"
"5000310340","Other"
"5000310360","Other"
"5000310370","Other"
"5000320010","Other"
"5000320040","Low"
"5000320050","Low"
"5000320070","Low"
"5000330030","Low"
"5000330070","Low"
"5000330100","Low"
"5000330120","Low"
"5000330180","Low"
"5000330190","Low"
"5000330280","Low"
"5000330400","Low"
"5000330430","Low"
"5000330450","Low"
"5000330470","Low"
"5000340130","High"
"5000340150","High"
"5000340160","High"
"5000340270","High"
"5000340330","High"
"5000340340","High"
"5000340360","High"
"5000340380","High"
"5000340420","High"
