"taxparcelnumber","location_value"
"5001190210","High"
"5001200100","High"
"5001200120","High"
"5001200230","High"
"5001200330","High"
"5001200350","High"
"5001200450","High"
"5001200470","High"
"5001220030","Low"
"5001220050","Low"
"5001230100","High"
"5001230140","High"
"5001230250","High"
"5001230320","High"
"5001230350","High"
"5001230360","High"
"5001230370","High"
"5001230390","High"
"5001230420","High"
"5001230430","High"
"5001230440","High"
"5001240010","Low"
"5001240020","Low"
"5001240050","Low"
"5001240080","Low"
"5001250020","Low"
"5001250040","Low"
"5001250060","Low"
"5001250070","Low"
"5001250080","Low"
"5001270010","Low"
"5001270080","Low"
"5001280090","High"
"5001280170","High"
"5001280210","High"
"5001280240","High"
"5001280270","Other"
"5001290020","High"
"5001290040","High"
"5001300040","Other"
"5001300100","Other"
"5001300130","Other"
"5001300150","Other"
"5001300230","Other"
"5001320040","High"
"5001320120","High"
"5001320130","High"
"5001320200","High"
"5001320280","High"
"5001320310","High"
"5001320320","High"
"5001320360","High"
"5001320390","High"
"5001320410","High"
"5001320440","High"
"5001320650","High"
"5001320670","High"
"5001320730","High"
"5001320740","High"
"5001320770","High"
"5001320780","High"
"5001330030","Other"
"5001330050","Other"
"5001330060","Other"
"5001330090","Other"
"5001330110","Other"
"5001360060","Low"
"5001360180","Low"
"5001360200","Low"
"5001370040","Other"
"5001370050","Other"
"5001370122","Other"
"5001370160","Other"
"5001370250","Other"
"5001370260","Other"
"5001370270","Other"
"5001370290","Other"
"5001410030","Low"
"5001410050","Low"
"5001420050","High"
"5001420080","High"
"5001460010","Low"
"5001460040","Low"
"5001470080","Other"
"5001470110","Other"
"5001470120","Other"
"5001470240","Other"
"5001480050","Other"
"5001480100","Other"
"5001480110","Other"
"5001480120","Other"
"5001500020","Other"
"5001500060","Other"
"5001510040","Other"
"5001510050","Other"
"5001530020","Other"
"5001530040","Other"
"5001530050","Other"
"5001530110","Other"
"5001560050","Other"
"5001560080","Other"
"5001560090","Other"
"5001560130","Other"
"5001560150","Other"
"5001560170","Other"
"5001560190","Other"
"5001560220","Other"
"5001560280","Other"
"5001560300","Other"
"5001560310","Other"
"5001560320","Other"
"5001560360","Other"
"5001560390","Other"
"5001560410","Other"
"5001560490","Other"
"5001560550","Other"
"5001560560","Other"
"5001590040","Other"
"5001590050","Other"
"5001590070","Other"
"5001590100","Other"
"5001590130","Other"
"5001590190","Other"
"5001590210","Other"
"5001590380","Other"
"5001590410","Other"
"5001590420","Other"
"5001590440","Other"
"5001590460","Other"
"5001620030","High"
"5001620050","High"
"5001620060","High"
"5001620110","High"
"5001620120","High"
"5001620130","High"
"5001630030","Other"
"5001630040","Other"
"5001630120","Other"
"5001630130","Other"
"5001640020","High"
"5001640040","High"
"5001640090","High"
"5001640160","High"
"5001640220","High"
"5001640250","High"
"5001660010","Other"
"5001680120","Other"
"320151210","Low"
"320151217","Low"
"320152002","Other"
"320152029","Low"
"320152048","Low"
"320152063","Low"
"320152073","Low"
"320152090","Low"
"320153028","Low"
"320153041","Low"
"320153044","Low"
"320153055","Low"
"320153061","Other"
"320153085","High"
"320153110","Low"
"320153113","Low"
"320153114","Low"
"320153116","Low"
"320153118","Low"
"320153121","Low"
"320153131","Low"
"320153141","Low"
"320153163","Low"
"320153165","Low"
"320153168","Low"
"320154050","Low"
"320155002","Other"
"320155017","Low"
"320155020","Low"
"320155021","Low"
"320155022","Low"
"320155032","Other"
"320155034","Low"
"320155042","Low"
"320155044","Low"
"320156007","Low"
"320157007","Low"
"320157010","Low"
"320157012","Low"
"320157035","Low"
"320158005","Low"
"320158006","Low"
"320171000","Low"
"320181052","Other"
"320181055","Low"
"320182002","Other"
"320192004","Other"
"320192013","Low"
"320192021","Other"
"320194003","Other"
"320194004","Other"
"320194005","Other"
"320198003","Other"
"320203017","Low"
"320203029","Other"
"320203056","Low"
"320203065","Low"
"320203102","Low"
"320203125","Low"
"320203132","Low"
"320203145","Low"
"320204000","Low"
"320204001","Low"
"320204004","Low"
"320204007","Low"
"320204008","Low"
"320204011","Low"
"320204015","Low"
"320204022","Low"
"320204023","Low"
"320204027","Low"
"320204031","High"
"320204034","Low"
"320204035","Low"
"320204036","Low"
"320204044","Low"
"320204050","Low"
"320204059","Low"
"320204066","Low"
"320204067","Low"
"320204077","Other"
"320204086","Low"
"320204088","Low"
"320204093","Other"
"320204101","Low"
"320204115","Low"
"320204120","Low"
"320204132","Other"
"320207004","Low"
"320207006","Low"
"320207020","Low"
"320207024","Low"
"320207035","Low"
"320207037","Low"
"320208002","Low"
"320211016","Low"
"320211017","Low"
"320211024","Low"
"320211030","Low"
"320211040","Low"
"320211041","Low"
"320211042","Low"
"320211050","Low"
"320211056","Low"
"320211059","Low"
"320211070","Low"
"320211078","High"
"320211080","High"
"320211083","Low"
"320211090","Low"
"320211097","Low"
"320211111","Low"
"320211114","Low"
"320211146","Low"
"320211148","Other"
"320211160","Low"
"320211165","Low"
"320212016","Low"
"320212026","Low"
"320212029","Low"
"320212043","Low"
"320212051","Low"
"320212055","Low"
"320212058","Low"
"320212066","Low"
"320213016","Low"
"320213026","Low"
"320213042","Low"
"320213046","Low"
"320213047","Low"
"320213048","Low"
"320213051","Low"
"320213055","Low"
"320213056","Low"
"320213058","Low"
"320213063","Low"
"320213065","Low"
"320213066","Low"
"320213079","Low"
"320213090","Low"
"320213092","Low"
"320213097","Low"
"320213102","Low"
"320213107","Low"
"320213113","Low"
"7515000051","High"
"7515000081","High"
"7515000116","High"
"7515000128","High"
"7515000130","High"
"7515000143","High"
"7515000148","High"
"7515000162","High"
"7515000183","High"
"7515000184","High"
"7515000202","High"
"7515000207","High"
"7515000280","High"
"7515000310","High"
"7515000350","High"
"7515000356","High"
"7515000380","High"
"7515000420","High"
"7515000460","High"
"7515200053","High"
"7515200090","High"
"7515200130","High"
"7515200180","High"
"7515200190","High"
"7515200260","High"
"7515200283","High"
"7515200285","High"
"7515200288","High"
"7515200291","High"
"7515200320","High"
"7515200340","High"
"7515200390","High"
"7515200452","High"
"7515200453","High"
"7515200456","High"
"7515200459","High"
"7515200462","High"
"7515200480","High"
"7515200490","High"
"7515200551","High"
"7515200611","High"
"7515200632","High"
"7515200651","High"
"7515200706","High"
"7525000070","Other"
"7525000100","Other"
"7525000131","High"
"7525000132","High"
"7525000210","Other"
"7530000040","High"
"7530000061","High"
"7530000090","High"
"7530000110","High"
"7540000010","Low"
"7540000060","Low"
"7540000070","Low"
"7540000140","Low"
"7542000020","Low"
"7542000100","Low"
"7542000170","Low"
"7542000320","High"
"7545100120","Low"
"7545200030","Other"
"7545500090","Low"
"7545500110","Low"
"7545500120","Low"
"7545500140","Low"
"7546000100","Other"
"7550000010","High"
"7550000040","High"
"7550000050","High"
"7550000071","High"
"7553020041","Low"
"7553100100","Other"
"7553100120","Other"
"7553100150","Other"
"7553100200","Other"
"7553100240","Other"
"7553100330","Other"
"7553100340","Other"
"7553100370","Other"
"7553100380","Other"
"7553100440","Other"
"7553100450","Other"
"7553100480","Other"
"7553300150","Other"
"7553500010","High"
"7553500090","High"
"7553500170","High"
"7555000080","Low"
"7555000120","Other"
"7555000140","Low"
"7555000160","Low"
"7560011691","Low"
"7560013410","Other"
"7560013423","Other"
"7560013551","Other"
"7560014290","Other"
"7560015921","Other"
"7565000080","Other"
"7565000180","Other"
"7565000231","Other"
"7565000233","Other"
"7565000310","Other"
"7565000430","Other"
"7565000470","Other"
"7565900100","Other"
"7565900140","Other"
"7565900160","Other"
"7565900190","Other"
"7565900220","Other"
"7565900240","Other"
"7565900320","Other"
"7565900331","Low"
"7565900350","Other"
"7565900370","Other"
"7565900390","Other"
"7570200030","Low"
"7570200120","Low"
"7574020010","Other"
"7574020020","Other"
"7574020080","Other"
"7574020090","Other"
"7575000021","High"
"7575000191","High"
"7575000210","High"
"7575000223","High"
"7575000280","High"
"7575000296","High"
"7580000943","Other"
"7585000010","High"
"7585000042","High"
"7585000060","High"
"7585000083","High"
"7585000111","High"
"7585000200","High"
"7585000210","High"
"7585000232","High"
"7585000240","High"
"7585000250","High"
"7585000270","High"
"7600100130","Other"
"7600200051","Other"
"7605000010","Low"
"7605000100","Low"
"7625000100","Other"
"7625000290","Other"
"7628000010","Other"
"7628000021","Low"
"7628000031","Low"
"7635000116","Other"
"7635000332","Other"
"7640000030","Low"
"7640000060","Low"
"7640000160","Low"
"7640000170","Low"
"7640000190","Low"
"7640000210","Low"
"7640000230","Low"
"7640000240","Low"
"7645000070","Low"
"7645000210","Low"
"7645000220","Low"
"7645000240","Low"
"7645000280","Low"
"7645000300","Low"
"7645000340","Low"
"7645000390","Low"
"7645000430","Low"
"7645000480","High"
"7660000030","High"
"7660000040","High"
"7665000160","Low"
"7673000010","Low"
"7673000030","Low"
"7673000060","Low"
"7673000110","Low"
"7673000140","Low"
"7673000180","Low"
"7673000250","Low"
"7673000270","Low"
"7673000280","Low"
"7673000300","Low"
"7673000310","Low"
"7675000040","High"
"7675000060","High"
"7675000080","High"
"7675000090","High"
"7675000120","High"
"7675000150","High"
"7675000162","High"
"7675000171","High"
"7675000190","High"
"7675000210","High"
"7675000261","High"
"7675000321","High"
"7675000322","High"
"7675000372","High"
"7680000100","Low"
"7680000134","Low"
"7680000155","Low"
"7680000271","Low"
"7680000300","Low"
"7680000351","Low"
"7685000020","Low"
"7685000060","Low"
"7685000110","Low"
"7685000160","Low"
"7685000190","Low"
"7685000250","Low"
"7685000310","Low"
"7685000360","Low"
"7685000420","Low"
"7685000480","Low"
"7685000510","Low"
"7685000570","Low"
"7685000590","Low"
"7685000633","Low"
"7685000661","Low"
"7685000790","Low"
"7685000800","Low"
"7685000833","Low"
"7685000940","Low"
"7685000950","Low"
"7685000990","Low"
"7685001040","Low"
"7685001151","Low"
"7685001190","Low"
"7685001220","Low"
"7685001370","Low"
"7685001382","Low"
"7685001400","Low"
"7685001460","Other"
"7685001620","Low"
"7685001660","Low"
"7685001670","Low"
"7685001710","Low"
"7685001740","Low"
"7685001850","Other"
"7685001860","Low"
"7685002050","Low"
"7685002070","Low"
"7685002130","Low"
"7685002170","Low"
"7685002341","Low"
"7685002400","Low"
"7685002410","Low"
"7685002450","Low"
"7685002520","Low"
"7685002600","Low"
"7685002720","Low"
"7685002820","Low"
"7685002931","Low"
"7685002950","Low"
"7685003000","Low"
"7685003060","Low"
"7685003120","Low"
"7685003140","Low"
"7685003180","Low"
"7685003200","Low"
"7685003210","Low"
"7685003270","High"
"7685003330","Low"
"7685003390","Low"
"7685003406","Low"
"7685003530","Other"
"7685003670","Low"
"7685003750","Low"
"7685003824","Low"
"7685003860","Other"
"7685003870","Low"
"7685003880","Low"
"7685003910","Low"
"7685003930","Low"
"7685003968","Low"
"7685003969","Low"
"7685003990","Low"
"7685004000","Low"
"7685004120","Low"
"7685004410","Low"
"7685004421","Low"
"7685004470","Low"
"7685004480","High"
"7685004490","Low"
"7685004530","Low"
"7685004550","Other"
"7685004560","Low"
"7685004570","Low"
"7685004610","Low"
"7685004620","Low"
"7685004680","High"
"7685004760","Low"
"7685004860","High"
"7685005063","Low"
"7685005070","Low"
"7685005090","Low"
"7685005130","Low"
"7685005190","Other"
"7685005220","Low"
"7685005240","Low"
"7685005290","Low"
"7685005320","Low"
"7685005380","Low"
"7685005440","Low"
"7685005490","Low"
"7685005521","Other"
"7685005550","High"
"7685005560","Low"
"7685005630","Low"
"7685005650","Low"
"7685005680","Low"
"7685005740","Low"
"7685005760","Low"
"7685005780","Low"
"7685005810","Low"
"7685005870","Low"
"7685005950","Low"
"7685005970","Low"
"7685006021","Low"
"7685006060","Low"
"7685006150","Low"
"7685006311","Other"
"7685006320","Low"
"7685006350","Low"
"7685006380","Low"
"7685006420","Low"
"7685006470","Low"
"7685006530","Low"
"7685006570","Low"
"7685006600","Low"
"7685006630","Low"
"7685006650","Low"
"7685006730","Low"
"7685006810","Low"
"7685006920","Other"
"7685006950","Low"
"7685006980","Low"
"7685006990","Low"
"7685007120","Low"
"7685007170","Low"
"7685007310","Low"
"7685007353","Low"
"7685007420","Low"
"7685007450","Low"
"7685007510","Low"
"7685007550","Low"
"7685007572","Low"
"7685007610","Low"
"7685007700","Other"
"7695000010","Low"
"7695000020","Low"
"7695000140","Low"
"7697000010","Other"
"7697000060","Other"
"7697000090","Other"
"7697000100","Other"
"7697000170","Other"
"7697000200","Other"
"7697000240","Other"
"7697000260","Other"
"7697000290","Other"
"7697000300","Other"
"7697000330","Other"
"7714000100","High"
"7714000140","Low"
"7714000170","Low"
"7714000180","Low"
"7714000250","Low"
"7714000260","Low"
"7715000010","High"
"7715000020","High"
"7715000030","High"
"7715000040","High"
"7715000090","High"
"7720000032","High"
"7720000090","High"
"7720000100","High"
"7720000180","High"
"7720000190","High"
"7720000220","High"
"7720000230","High"
"7720000273","High"
"7720000350","High"
"7720000390","High"
"7720000400","High"
"7720000420","High"
"7720000440","High"
"7720000490","High"
"7720000540","High"
"7720000550","High"
"7720000682","High"
"7720000684","Other"
"7720000710","High"
"7720000750","High"
"7720000780","High"
"7720000801","High"
"7720000840","High"
"7720000900","High"
"7720001090","High"
"7720001100","High"
"7720001122","High"
"7720001180","High"
"7720001272","High"
"7720001290","High"
"7720001372","High"
"7720001460","High"
"7720001480","High"
"7720001510","High"
"7720001541","High"
"7720001590","High"
"7720001600","High"
"7720001690","High"
"7720001710","High"
"7720001720","High"
"7720001752","High"
"7720001761","High"
"7720001780","High"
"7720001790","High"
"7720001851","High"
"7720001890","High"
"7720001900","High"
"7720001950","High"
"7720001970","High"
"7720002071","High"
"7720002134","High"
"7720002141","High"
"7720002241","High"
"7720002331","High"
"7720002370","High"
"7720002390","High"
"7720002420","High"
"7720002462","High"
"7720002520","High"
"7720002560","High"
"7720002606","High"
"7720002632","High"
"7720002680","High"
"7720002731","Low"
"7720002860","High"
"7720002890","High"
"7720002960","High"
"7720003002","High"
"7720003030","High"
"7720003060","High"
"7720003080","High"
"7720003110","High"
"7720003120","High"
"7720003251","High"
"7720003320","High"
"7720003330","High"
"7720003340","High"
"7720003350","High"
"7720003380","High"
"7720003420","High"
"7720003440","High"
"7720003450","High"
"7721000031","High"
"7721000041","Other"
"7721000054","Other"
"7721000070","High"
"7722000020","High"
"7722000040","High"
"7722000050","High"
"7722000090","High"
"7722000110","High"
"7722000140","High"
"7722000160","High"
"7722000170","High"
"7722000180","High"
"7722000240","High"
"7737000060","High"
"7737000110","High"
"7745000061","Other"
"7745000063","Other"
"7745000065","Other"
"7745000066","Other"
"7745000182","Other"
"7745000220","Other"
"7745000250","Other"
"7745000274","Other"
"7745000360","Other"
"7745000370","Other"
"7745000400","Other"
"7745000450","Other"
"7745000531","Other"
"7745000590","Other"
"7745000610","Other"
"7745000643","Other"
"7745000653","Other"
"7745000680","Other"
"7745000690","Other"
"7745000740","Other"
"7745000790","Other"
"7745000800","Other"
"7745000811","Other"
"7745000820","Other"
"7745000941","Other"
"7745001000","Other"
"7745001030","Other"
"7745001080","Other"
"7745001150","High"
"7745001160","Low"
"7745001180","Other"
"7745001241","Other"
"7745001252","Low"
"7745001320","Other"
"7745001360","Other"
"7745001390","Other"
"7745001405","Other"
"7745001582","Other"
"7745001680","Other"
"7745001701","Other"
"7745001740","Low"
"7745001820","Other"
"7745001831","Other"
"7745001861","Other"
"7745001871","Other"
"7745001930","Other"
"7745001940","Other"
"7745001980","Other"
"7745001990","Other"
"7745002010","Other"
"7745002022","High"
"7745002060","Other"
"7745002140","Other"
"7745002212","Other"
"7745002222","Other"
"7745002270","Other"
"7745002280","Other"
"7745002331","Other"
"7745002351","Other"
"7745002370","Other"
"7745002380","Other"
"7745002390","Other"
"7745002461","Other"
"7745002471","Other"
"7745002472","Other"
"7745002492","Other"
"7745002493","Other"
"7745002536","Other"
"7745002550","Other"
"7745002555","Other"
"7745002557","Other"
"7745002569","Other"
"7745002581","Other"
"7745002582","Other"
"7745002596","Other"
"7745002603","Other"
"7745002605","Other"
"7745002610","Other"
"7745002611","Other"
"7745002616","Other"
"7745002631","Other"
"7745002642","Other"
"7745002680","Other"
"7745002690","Other"
"7745002720","Other"
"7745002861","Other"
"7745002871","Other"
"7745002960","Other"
"7745003059","High"
"7745003060","Other"
"7745003140","Other"
"7745003172","Other"
"7745003199","Other"
"7745003263","Other"
"7745003285","Other"
"7745003301","Other"
"7745003322","Other"
"7745003381","Low"
"7745003415","Other"
"7745003426","Other"
"7745003428","Other"
"7745003490","Other"
"7745003501","Other"
"7745003524","Other"
"7745003563","Other"
"7750000040","Other"
"7750000080","Other"
"7750000090","Other"
"7750000140","Other"
"7750000155","Low"
"7750000380","Low"
"7750000423","Other"
"7750000481","Other"
"7750000540","Other"
"7750000551","Other"
"7750000560","Other"
"7755000010","Low"
"7755000190","Low"
"7755000281","Other"
"7755000360","Low"
"7755000832","Low"
"7755010021","Low"
"7755010173","Low"
"7755010175","Low"
"7755010210","Low"
"7755010235","Low"
"7755010325","Low"
"7755010623","Low"
"7755010705","Low"
"7755010894","Low"
"7755010976","Low"
"7755011232","Low"
"7755011236","Low"
"7755011314","Low"
"7755011422","Low"
"7755011441","Low"
"7755011445","Low"
"7755011483","Low"
"7755011621","Low"
"7755011622","Low"
"7755011651","Low"
"7755011701","Low"
"7755011733","Low"
"7755011882","Low"
"7755011885","Low"
"7755011950","Low"
"7755012012","Low"
"7755012013","Low"
"7755012016","Low"
"7755012017","Low"
"7755012140","Low"
"7755012300","Other"
"7755012321","Other"
"7755012340","Other"
"7760000032","Low"
"7760000081","Low"
"7760000100","Low"
"7760000123","Low"
"7760000160","Low"
"7760000191","Low"
"7760000235","Low"
"7760000241","Low"
"7760000282","Low"
"7760000312","Low"
"7760000314","Other"
"7760000321","Low"
"7760000324","Low"
"7760000330","Low"
"7760000410","Low"
"7760000446","Low"
"7760000447","Low"
"7760100034","Other"
"7760100051","Low"
"7760100091","Low"
"7760100200","Low"
"7765000050","Low"
"7765000500","Low"
"7765200070","Low"
"7765200090","Low"
"7765200260","Low"
"7765200360","Low"
"7765200610","Low"
"7765200650","Low"
"7765200750","Low"
"7765200800","Low"
"7765200810","Low"
"7765200900","Low"
"7765300100","Low"
"7765300120","High"
"7765300540","Low"
"7765300630","Low"
"7765300820","Low"
"7765301240","Low"
"7770000060","Other"
"7770000100","Other"
"7770000110","Other"
"7770000140","Other"
"7770000160","Other"
"7770000180","Other"
"7770000200","Other"
"7770000210","Other"
"7770000240","Other"
"7770000322","Other"
"7770000330","Other"
"7770000420","Other"
"7770000440","Other"
"7770000460","Other"
"7770000500","Other"
"7770000540","Other"
"7770000560","Other"
"7770000570","Low"
"7770000580","Other"
"7770000590","Other"
"7770000600","Other"
"7770000620","Other"
"7770000660","Other"
"7770000682","Other"
"7770000683","Other"
"7770000750","Low"
"7770000780","Other"
"7770000783","Other"
"7770000790","Other"
"7770000820","Other"
"7770000830","Other"
"7770000840","Other"
"7770001020","Other"
"7770001070","Other"
"7770001090","Other"
"7770001100","Other"
"7770001170","Other"
"7770001190","Other"
"7770001200","Other"
"7770001240","Other"
"7770001250","Other"
"7770001260","Other"
"7770001292","Other"
"7770001341","Other"
"7770001420","Other"
"7770001460","Other"
"7770001540","Other"
"7770001630","Other"
"7770001691","Other"
"7770001731","Other"
"7770001800","Other"
"7770100060","Other"
"7770100250","Other"
"7770100270","Other"
"7770100300","Other"
"7770100330","Other"
"7770100340","Other"
"7770100382","Other"
"7770100411","Other"
"7770100450","Other"
"7770100570","Low"
"7770100600","Other"
"7770100740","Other"
"7770100760","Other"
"7770100770","Other"
"7770100780","Other"
"7770100830","Other"
"7770100840","Other"
"7770100860","Other"
"7770100870","High"
"7770100890","Other"
"7770100920","Other"
"7770100940","Other"
"7770101020","Other"
"7770101040","Other"
"7770101050","Other"
"7770101140","Other"
"7770101260","Other"
"7770101272","Other"
"7770101310","Other"
"7770101370","Other"
"7770101450","Other"
"7770101500","Other"
"7770101600","Other"
"7770101720","Other"
"7775000050","Low"
"7775000070","Low"
"7775000092","Low"
"7775000097","Low"
"7775000102","Low"
"7775000103","Low"
"7775000134","Low"
"7775000174","Low"
"7775000179","Low"
"7775000220","Low"
"7775000252","Low"
"7775000264","Low"
"7775000401","Low"
"7775000431","Low"
"7775000432","Low"
"7775000441","Low"
"7775000483","Low"
"7785000010","Low"
"7785000021","Low"
"7785000140","Other"
"7785000160","Low"
"7785000200","Low"
"7785000210","Low"
"7785000240","Low"
"7785000250","Other"
"7785000290","Low"
"7785000330","Low"
"7785000370","Low"
"7785000390","Low"
"7785000430","Low"
"7785000500","Low"
"7785000510","Low"
"7785000520","Low"
"7785000580","Low"
"7785000600","Low"
"7785000630","Low"
"7785000650","Low"
"7785000670","Low"
"7785000710","Low"
"7785000770","Low"
"7785000800","Low"
"7785000840","Low"
"7785000861","Low"
"7785000880","Low"
"7785000890","Low"
"7785000920","Low"
"7785000930","Low"
"7785000970","Low"
"7785000980","Low"
"7785001030","Low"
"7785001070","Low"
"7785001080","Low"
"7785001090","Low"
"7785001110","Low"
"7785001221","Low"
"7785001290","Low"
"7785001310","Low"
"7785001330","Low"
"7785001350","High"
"7785001390","Low"
"7785001402","Low"
"7785001420","Low"
"7785001472","Low"
"7785001660","Low"
"7785001770","Low"
"7785001790","Low"
"7785001860","Low"
"7785001890","Low"
"7785002050","Low"
"7785002110","Low"
"7785002132","Low"
"7785002140","Low"
"7785002152","Low"
"7785002162","Low"
"7785002172","Low"
"7785002222","Low"
"7785002250","Low"
"7785002350","Low"
"7785002390","Low"
"7785002440","Low"
"7785002480","Low"
"7785002520","Low"
"7785002563","Low"
"7785002650","Low"
"7785002680","Low"
"7785002700","Low"
"7785002760","Low"
"7785002830","Low"
"7785002840","Low"
"7785002870","Low"
"7785002880","Low"
"7785002920","Low"
"7785002930","Low"
"7785002950","Low"
"7785002980","Low"
"7785003000","Low"
"7785003100","Low"
"7785003120","Low"
"7785003130","Low"
"7785003150","Low"
"7785003170","Low"
"7785003200","Other"
"7785003210","Other"
"7785003220","Low"
"7785003421","Low"
"7785003480","Low"
"7785003490","Low"
"7785003521","Low"
"7785003610","Low"
"7785003670","Low"
"7785003710","Low"
"7785003750","Low"
"7785003790","Low"
"7785003850","Low"
"7785003880","Low"
"7785003910","Low"
"7785003950","Low"
"7785003970","Low"
"7785003990","Low"
"7785004030","Low"
"7785004040","Low"
"7785004080","Low"
"7785004100","Low"
"7785004130","Low"
"7785004240","Low"
"7785004290","Low"
"7785004350","Low"
"7785004460","Low"
"7785004470","Low"
"7785004480","Low"
"7785004560","Low"
"7785004570","Low"
"7785004690","Low"
"7785004710","Low"
"7785004960","Low"
"7785004980","Low"
"7785005020","Low"
"7785005030","Low"
"7785005060","Low"
"7785005080","Other"
"7785005091","Low"
"7785005140","Low"
"7785005210","Low"
"7785005280","Low"
"7785005310","Low"
"7785005400","Low"
"7785005430","Low"
"7785005470","Low"
"7785005550","Low"
"7785005580","Low"
"7785005620","Low"
"7785005680","Low"
"7785005700","Low"
"7785005730","Low"
"7785005750","Low"
"7785005770","Low"
"7785005880","Low"
"7785006000","Low"
"7785006010","Low"
"7785006030","Low"
"7785006040","Low"
"7785006070","Low"
"7785006120","Low"
"7785006170","Low"
"7785006190","Other"
"7785006210","Low"
"7785006230","Low"
"7785006260","Low"
"7785006270","Low"
"7785006360","Low"
"7785006390","Low"
"7785006470","Low"
"7785006490","Low"
"7785006543","Low"
"7785006550","Low"
"7785006570","Low"
"7785006600","Low"
"7785006630","Low"
"7785006650","Low"
"7785006660","Low"
"7785006680","Low"
"7785006820","Low"
"7785006840","Low"
"7785006890","Low"
"7785006920","Low"
"7785007060","Low"
"7785007070","Low"
"7795000072","Low"
"7795000150","Low"
"7795000170","Low"
"7795000230","Other"
"7795000250","Low"
"7795000300","Low"
"7795000310","Low"
"7795000360","Low"
"7795000401","Low"
"7795000441","Low"
"7795000451","Low"
"7795000522","Low"
"7795000560","Other"
"7795000630","Low"
"7795000653","Low"
"7795000770","Low"
"7795000780","Low"
"7795000810","Low"
"7795000830","Low"
"7795000930","Low"
"7795000963","Low"
"7795000990","Low"
"7795001010","Low"
"7795001070","Low"
"7795001090","Low"
"7795001131","Low"
"7795001150","Low"
"7795001160","High"
"7795001170","Low"
"7795001180","Low"
"7795001320","Low"
"7795001370","Low"
"7795001441","Low"
"7795001494","Low"
"7795001498","Low"
"7795001500","Low"
"7795001532","Low"
"7800000022","Other"
"7800000023","Other"
"7800000070","Other"
"7800000110","Other"
"7800000130","Other"
"7800000200","Other"
"7800000290","Low"
"7800000350","Other"
"7800000360","High"
"7800000370","Other"
"7800000430","Other"
"7800000590","Other"
"7800000690","Other"
"7800000780","Other"
"7800000980","Other"
"7800001060","Other"
"7800001070","Other"
"7800001104","Other"
"7800001220","Other"
"7800001260","Other"
"7800001280","Other"
"7800001290","Other"
"7800001350","Other"
"7800001420","Other"
"7800001490","Other"
"7805000050","Other"
"7805000151","Other"
"7805000172","Other"
"7805000221","Other"
"7805000232","Other"
"7805000320","Other"
"7805000360","Other"
"7805000380","Other"
"7805000420","Other"
"7805000430","Other"
"7805000530","Other"
"7805000560","Other"
"7805000590","Other"
"7805000620","Other"
"7805000680","Other"
"7805000690","Other"
"7805000720","Other"
"7805000742","Other"
"7810000024","Other"
"7810000025","Other"
"7810000080","Other"
"7810000250","Other"
"7810000262","Other"
"7810000361","Other"
"7810000403","Other"
"7810000500","Other"
"7810000550","Other"
"7810000590","Other"
"7810000717","Other"
"7810000831","Other"
"7810000841","Other"
"7810000844","Other"
"7815000041","Low"
"7815000042","Low"
"7815000053","Low"
"7815000271","Other"
"7815000291","Low"
"7815000360","Low"
"7815000390","Low"
"7815000400","Low"
"7815000410","Low"
"7815000500","Low"
"7815000513","Low"
"7815000520","Low"
"7815000623","Low"
"7815000625","Low"
"7815000632","Low"
"7815000652","Low"
"7815000654","Low"
"7815000660","Low"
"7815000691","Low"
"7815000693","Low"
"7815000713","Low"
"7815000771","Low"
"7815000781","Low"
"7815000782","Low"
"7815000791","Other"
"7815000832","Low"
"7815000833","Low"
"7815000841","Low"
"7815000875","High"
"7815000881","Low"
"7815000891","Low"
"7815000904","Low"
"7815000905","Low"
"7815000906","Low"
"7815000926","Low"
"7815000944","Other"
"7815000945","Other"
"7815000956","Low"
"7815000981","Low"
"7815001023","Low"
"7815001062","Low"
"7815001090","Low"
"7815001181","Low"
"7815001190","Low"
"7815001330","Low"
"7815001381","Low"
"7816200020","Low"
"7816200070","Low"
"7816310070","Low"
"7816310120","Low"
"7816330630","Other"
"7816331460","Other"
"7816390060","Low"
"7816390080","Low"
"7816390100","Low"
"7816390120","Low"
"7816390190","Low"
"7816400010","High"
"7816400030","High"
"7816400050","High"
"7816400110","High"
"7816400120","High"
"7816400170","High"
"7816400190","High"
"7816400210","High"
"7816500050","Other"
"7816500170","Other"
"7817000040","Other"
"7817000090","Other"
"7817000110","Other"
"7817000160","Other"
"7817000240","Other"
"7817000320","Other"
"7819200050","Other"
"7819200120","Other"
"7819200140","Other"
"7819200160","Other"
"7820000140","Low"
"7835000020","Low"
"7835000060","Low"
"7835000100","Low"
"7845001243","Other"
"7850000410","Low"
"7850000564","Low"
"7850000630","Other"
"7850000722","Low"
"7850000730","Low"
"7850000750","Low"
"7850000800","Low"
"7850000840","Low"
"7850000984","Low"
"7850001050","Low"
"7850001116","Other"
"7850001123","High"
"7850001126","Low"
"7850001128","Low"
"7850400030","Other"
"7850400241","Other"
"7855000011","Other"
"7855000012","Other"
"7855900160","High"
"7855902800","Other"
"7855902970","Other"
"7855903840","Other"
"7860000040","Other"
"7860000100","Other"
"7860000210","Other"
"7860000221","Low"
"7860000571","Low"
"7865000170","Other"
"7865000180","Other"
"7865000200","Other"
"7865000420","Other"
"7865000490","Other"
"7865000501","Other"
"7865000520","Other"
"7865000521","Other"
